#time	mic	%cpu	cpuT	memT	totW
1457991113	mic0	5.42	60.00	40.00	165.00
1457991114	mic1	6.93	74.00	54.00	175.00
1457991115	mic2	5.42	77.00	58.00	189.00
1457991116	mic3	7.24	65.00	43.00	170.00
1457991117	mic4	8.25	68.00	46.00	168.00
1457991118	mic5	6.31	73.00	52.00	168.00
1457991179	mic0	0.48	59.00	41.00	164.00
1457991180	mic1	3.42	74.00	54.00	173.00
1457991181	mic2	2.92	78.00	58.00	180.00
1457991181	mic3	7.59	65.00	43.00	170.00
1457991182	mic4	5.44	67.00	46.00	162.00
1457991183	mic5	5.68	72.00	52.00	169.00
1457991244	mic0	8.47	58.00	40.00	164.00
1457991245	mic1	3.81	73.00	54.00	174.00
1457991246	mic2	7.13	78.00	58.00	187.00
1457991247	mic3	6.71	63.00	43.00	165.00
1457991248	mic4	4.67	67.00	46.00	162.00
1457991249	mic5	9.96	73.00	52.00	167.00
1457991310	mic0	5.29	51.00	40.00	114.00
1457991311	mic1	7.48	70.00	54.00	144.00
1457991312	mic2	0.00	72.00	58.00	131.00
1457991313	mic3	3.49	57.00	42.00	118.00
1457991314	mic4	0.00	61.00	45.00	109.00
1457991315	mic5	0.00	68.00	51.00	110.00
1457991376	mic0	8.70	51.00	39.00	115.00
1457991377	mic1	7.05	66.00	52.00	114.00
1457991377	mic2	1.72	70.00	56.00	194.00
1457991378	mic3	4.01	58.00	42.00	144.00
1457991379	mic4	0.00	62.00	45.00	107.00
1457991380	mic5	0.00	66.00	50.00	110.00
1457991441	mic0	6.18	52.00	40.00	147.00
1457991442	mic1	6.94	66.00	52.00	162.00
1457991443	mic2	9.83	71.00	56.00	168.00
1457991444	mic3	6.55	56.00	42.00	134.00
1457991445	mic4	0.19	63.00	45.00	133.00
1457991446	mic5	3.68	68.00	51.00	112.00
1457991507	mic0	8.82	59.00	40.00	170.00
1457991508	mic1	1.92	73.00	53.00	171.00
1457991509	mic2	5.98	78.00	57.00	189.00
1457991510	mic3	5.56	63.00	42.00	165.00
1457991511	mic4	9.29	70.00	46.00	167.00
1457991512	mic5	8.44	74.00	52.00	176.00
1457991572	mic0	8.47	60.00	41.00	166.00
1457991573	mic1	4.91	73.00	54.00	172.00
1457991574	mic2	8.17	78.00	58.00	191.00
1457991575	mic3	7.30	66.00	43.00	175.00
1457991576	mic4	3.33	69.00	47.00	172.00
1457991577	mic5	5.97	74.00	52.00	169.00
1457991638	mic0	8.07	60.00	41.00	171.00
1457991639	mic1	8.31	75.00	55.00	180.00
1457991640	mic2	8.72	78.00	59.00	185.00
1457991641	mic3	3.87	65.00	43.00	163.00
1457991642	mic4	8.94	69.00	47.00	170.00
1457991643	mic5	0.65	74.00	53.00	172.00
1457991704	mic0	4.84	60.00	41.00	168.00
1457991705	mic1	3.39	74.00	55.00	177.00
1457991706	mic2	7.61	79.00	59.00	192.00
1457991707	mic3	3.34	66.00	43.00	172.00
1457991707	mic4	2.19	70.00	47.00	165.00
1457991708	mic5	8.83	74.00	53.00	171.00
1457991769	mic0	4.51	58.00	41.00	167.00
1457991770	mic1	4.10	74.00	55.00	177.00
1457991771	mic2	6.54	78.00	59.00	197.00
1457991772	mic3	2.70	66.00	43.00	172.00
1457991773	mic4	7.00	69.00	47.00	168.00
1457991774	mic5	7.57	73.00	53.00	175.00
1457991835	mic0	0.24	58.00	41.00	161.00
1457991836	mic1	2.96	73.00	55.00	181.00
1457991837	mic2	8.06	79.00	59.00	189.00
1457991838	mic3	1.00	65.00	43.00	170.00
1457991839	mic4	6.28	69.00	47.00	171.00
1457991840	mic5	4.74	75.00	53.00	171.00
1457991901	mic0	3.09	59.00	41.00	171.00
1457991902	mic1	2.75	73.00	55.00	183.00
1457991902	mic2	2.19	79.00	59.00	193.00
1457991903	mic3	5.58	65.00	43.00	172.00
1457991904	mic4	7.89	68.00	47.00	171.00
1457991905	mic5	8.82	74.00	53.00	176.00
1457991966	mic0	2.99	59.00	41.00	167.00
1457991967	mic1	1.43	75.00	55.00	177.00
1457991968	mic2	7.59	78.00	59.00	192.00
1457991969	mic3	7.33	65.00	43.00	175.00
1457991970	mic4	8.59	70.00	47.00	170.00
1457991971	mic5	6.67	74.00	53.00	174.00
1457992032	mic0	8.72	59.00	41.00	163.00
1457992033	mic1	3.76	74.00	55.00	182.00
1457992034	mic2	7.95	79.00	59.00	193.00
1457992035	mic3	4.36	65.00	43.00	175.00
1457992036	mic4	8.94	68.00	47.00	172.00
1457992037	mic5	1.25	74.00	53.00	178.00
1457992097	mic0	2.48	59.00	41.00	164.00
1457992098	mic1	5.32	75.00	55.00	180.00
1457992099	mic2	8.76	79.00	59.00	196.00
1457992100	mic3	5.03	65.00	43.00	171.00
1457992101	mic4	8.62	69.00	47.00	165.00
1457992102	mic5	7.79	74.00	53.00	171.00
1457992163	mic0	5.73	59.00	41.00	169.00
1457992164	mic1	3.54	74.00	55.00	176.00
1457992165	mic2	8.15	79.00	59.00	191.00
1457992166	mic3	3.53	66.00	43.00	174.00
1457992167	mic4	3.72	70.00	47.00	169.00
1457992168	mic5	2.22	74.00	53.00	171.00
1457992229	mic0	4.02	60.00	41.00	171.00
1457992230	mic1	0.00	74.00	55.00	175.00
1457992231	mic2	6.18	78.00	59.00	195.00
1457992232	mic3	9.66	65.00	43.00	173.00
1457992233	mic4	2.99	69.00	47.00	173.00
1457992233	mic5	3.48	75.00	53.00	173.00
1457992294	mic0	6.26	60.00	41.00	167.00
1457992295	mic1	4.69	74.00	55.00	181.00
1457992296	mic2	3.43	79.00	59.00	190.00
1457992297	mic3	1.39	65.00	43.00	169.00
1457992298	mic4	7.69	68.00	47.00	171.00
1457992299	mic5	0.53	74.00	53.00	174.00
1457992360	mic0	7.82	61.00	41.00	166.00
1457992361	mic1	9.24	74.00	55.00	182.00
1457992362	mic2	4.32	78.00	59.00	189.00
1457992363	mic3	9.52	66.00	43.00	173.00
1457992364	mic4	3.99	69.00	47.00	170.00
1457992365	mic5	4.81	73.00	53.00	171.00
1457992426	mic0	7.31	60.00	41.00	165.00
1457992427	mic1	9.59	74.00	55.00	178.00
1457992428	mic2	8.50	79.00	59.00	191.00
1457992428	mic3	2.27	66.00	43.00	173.00
1457992429	mic4	7.07	68.00	46.00	167.00
1457992430	mic5	5.03	74.00	53.00	173.00
1457992491	mic0	9.97	60.00	41.00	169.00
1457992492	mic1	0.82	74.00	55.00	174.00
1457992493	mic2	6.96	78.00	59.00	188.00
1457992494	mic3	8.67	65.00	43.00	176.00
1457992495	mic4	8.35	68.00	46.00	165.00
1457992496	mic5	5.84	74.00	52.00	177.00
1457992557	mic0	6.69	59.00	41.00	164.00
1457992558	mic1	4.77	75.00	55.00	178.00
1457992559	mic2	6.39	78.00	59.00	189.00
1457992560	mic3	7.35	65.00	43.00	172.00
1457992561	mic4	5.82	68.00	46.00	170.00
1457992562	mic5	2.87	73.00	52.00	168.00
1457992623	mic0	6.43	60.00	41.00	171.00
1457992623	mic1	8.31	73.00	55.00	174.00
1457992624	mic2	6.44	79.00	59.00	190.00
1457992625	mic3	9.16	66.00	43.00	173.00
1457992626	mic4	9.28	68.00	46.00	169.00
1457992627	mic5	5.14	73.00	52.00	170.00
1457992688	mic0	7.54	59.00	41.00	165.00
1457992689	mic1	7.17	74.00	55.00	180.00
1457992690	mic2	9.07	79.00	59.00	188.00
1457992691	mic3	9.25	66.00	43.00	173.00
1457992692	mic4	7.93	69.00	46.00	164.00
1457992693	mic5	5.25	72.00	52.00	168.00
1457992754	mic0	7.09	59.00	41.00	168.00
1457992755	mic1	6.95	74.00	55.00	178.00
1457992756	mic2	9.10	79.00	59.00	192.00
1457992757	mic3	6.18	65.00	43.00	164.00
1457992758	mic4	9.70	70.00	46.00	169.00
1457992759	mic5	4.00	73.00	52.00	171.00
1457992819	mic0	2.61	60.00	41.00	165.00
1457992820	mic1	6.50	74.00	55.00	171.00
1457992821	mic2	8.78	78.00	59.00	190.00
1457992822	mic3	8.56	66.00	43.00	172.00
1457992823	mic4	6.61	67.00	46.00	169.00
1457992824	mic5	7.05	72.00	52.00	164.00
1457992885	mic0	7.52	58.00	41.00	166.00
1457992886	mic1	4.46	74.00	55.00	169.00
1457992887	mic2	8.45	78.00	59.00	189.00
1457992888	mic3	8.85	66.00	43.00	173.00
1457992889	mic4	5.39	68.00	46.00	171.00
1457992890	mic5	8.87	73.00	52.00	165.00
1457992951	mic0	4.43	59.00	41.00	167.00
1457992952	mic1	2.79	73.00	54.00	171.00
1457992953	mic2	0.35	78.00	59.00	189.00
1457992954	mic3	7.89	65.00	43.00	167.00
1457992954	mic4	6.11	68.00	46.00	167.00
1457992955	mic5	6.05	73.00	52.00	171.00
1457993016	mic0	4.17	58.00	40.00	163.00
1457993017	mic1	6.76	73.00	54.00	174.00
1457993018	mic2	7.71	77.00	59.00	188.00
1457993019	mic3	7.81	65.00	43.00	173.00
1457993020	mic4	3.72	69.00	46.00	166.00
1457993021	mic5	5.40	73.00	52.00	168.00
1457993082	mic0	8.45	59.00	40.00	157.00
1457993083	mic1	5.51	73.00	54.00	173.00
1457993084	mic2	8.36	78.00	59.00	188.00
1457993085	mic3	7.77	64.00	43.00	169.00
1457993086	mic4	7.21	67.00	46.00	163.00
1457993087	mic5	2.85	73.00	52.00	167.00
1457993148	mic0	4.73	58.00	40.00	159.00
1457993149	mic1	4.80	72.00	54.00	170.00
1457993149	mic2	5.78	78.00	59.00	184.00
1457993150	mic3	9.57	65.00	43.00	166.00
1457993151	mic4	7.61	67.00	46.00	167.00
1457993152	mic5	5.13	72.00	52.00	164.00
1457993213	mic0	2.64	59.00	40.00	162.00
1457993214	mic1	5.82	73.00	54.00	172.00
1457993215	mic2	8.01	78.00	59.00	189.00
1457993216	mic3	8.47	64.00	43.00	165.00
1457993217	mic4	5.42	67.00	46.00	168.00
1457993218	mic5	5.45	71.00	52.00	162.00
1457993279	mic0	4.66	59.00	40.00	160.00
1457993280	mic1	6.51	72.00	54.00	165.00
1457993281	mic2	5.81	77.00	58.00	182.00
1457993282	mic3	9.76	65.00	43.00	169.00
1457993283	mic4	1.61	67.00	46.00	165.00
1457993284	mic5	3.65	71.00	51.00	165.00
1457993344	mic0	1.38	58.00	40.00	162.00
1457993345	mic1	6.68	73.00	54.00	172.00
1457993346	mic2	5.10	77.00	58.00	185.00
1457993347	mic3	3.06	63.00	43.00	165.00
1457993348	mic4	4.75	68.00	46.00	164.00
1457993349	mic5	5.35	71.00	52.00	169.00
1457993410	mic0	5.71	59.00	40.00	168.00
1457993411	mic1	2.49	73.00	54.00	179.00
1457993412	mic2	7.88	77.00	58.00	187.00
1457993413	mic3	2.33	65.00	43.00	167.00
1457993414	mic4	5.02	68.00	46.00	165.00
1457993415	mic5	5.03	73.00	52.00	168.00
1457993476	mic0	8.85	59.00	40.00	164.00
1457993477	mic1	3.70	72.00	54.00	172.00
1457993478	mic2	8.47	78.00	58.00	187.00
1457993479	mic3	0.69	65.00	43.00	166.00
1457993479	mic4	6.78	68.00	46.00	166.00
1457993480	mic5	9.40	74.00	52.00	171.00
1457993541	mic0	0.66	59.00	41.00	162.00
1457993542	mic1	3.62	73.00	54.00	176.00
1457993543	mic2	7.79	77.00	58.00	187.00
1457993544	mic3	1.54	65.00	43.00	166.00
1457993545	mic4	3.91	67.00	46.00	168.00
1457993546	mic5	9.69	74.00	52.00	172.00
1457993607	mic0	3.77	59.00	41.00	161.00
1457993608	mic1	0.75	73.00	54.00	170.00
1457993609	mic2	7.54	77.00	59.00	186.00
1457993610	mic3	0.56	64.00	43.00	160.00
1457993611	mic4	0.97	68.00	46.00	170.00
1457993612	mic5	5.00	73.00	52.00	164.00
1457993673	mic0	6.56	56.00	40.00	147.00
1457993674	mic1	7.13	72.00	54.00	160.00
1457993674	mic2	7.46	76.00	58.00	168.00
1457993675	mic3	3.72	60.00	43.00	145.00
1457993676	mic4	9.87	66.00	46.00	153.00
1457993677	mic5	6.76	71.00	52.00	144.00
1457993738	mic0	0.00	50.00	40.00	104.00
1457993739	mic1	7.69	66.00	52.00	156.00
1457993740	mic2	2.51	69.00	56.00	143.00
1457993741	mic3	5.05	57.00	42.00	122.00
1457993742	mic4	1.28	60.00	45.00	118.00
1457993743	mic5	1.16	66.00	51.00	117.00
1457993804	mic0	1.73	52.00	40.00	108.00
1457993805	mic1	3.48	67.00	53.00	123.00
1457993806	mic2	1.29	72.00	57.00	139.00
1457993807	mic3	5.39	59.00	42.00	157.00
1457993808	mic4	0.60	62.00	45.00	122.00
1457993809	mic5	0.16	67.00	50.00	137.00
1457993869	mic0	3.57	59.00	40.00	166.00
1457993870	mic1	6.11	72.00	53.00	179.00
1457993871	mic2	8.69	77.00	57.00	190.00
1457993872	mic3	9.47	64.00	42.00	173.00
1457993873	mic4	5.84	68.00	46.00	171.00
1457993874	mic5	9.03	73.00	51.00	171.00
1457993935	mic0	8.50	59.00	40.00	167.00
1457993936	mic1	1.41	74.00	54.00	181.00
1457993937	mic2	9.48	78.00	58.00	191.00
1457993938	mic3	6.64	66.00	43.00	164.00
1457993939	mic4	6.07	68.00	46.00	172.00
1457993940	mic5	3.11	73.00	52.00	178.00
1457994001	mic0	8.54	61.00	41.00	174.00
1457994002	mic1	5.35	73.00	55.00	164.00
1457994003	mic2	9.16	79.00	59.00	193.00
1457994004	mic3	8.27	66.00	43.00	173.00
1457994004	mic4	0.20	69.00	46.00	167.00
1457994005	mic5	2.17	74.00	53.00	166.00
1457994066	mic0	8.61	60.00	41.00	171.00
1457994067	mic1	7.09	74.00	55.00	177.00
1457994068	mic2	7.94	80.00	59.00	195.00
1457994069	mic3	5.99	66.00	43.00	173.00
1457994070	mic4	5.07	69.00	46.00	168.00
1457994071	mic5	6.20	74.00	53.00	165.00
1457994132	mic0	2.59	59.00	41.00	163.00
1457994133	mic1	5.99	74.00	55.00	177.00
1457994134	mic2	5.17	77.00	59.00	191.00
1457994135	mic3	4.75	65.00	43.00	170.00
1457994136	mic4	6.93	67.00	46.00	160.00
1457994137	mic5	5.70	75.00	52.00	176.00
1457994198	mic0	7.02	58.00	40.00	160.00
1457994199	mic1	9.33	74.00	55.00	178.00
1457994199	mic2	0.63	77.00	59.00	188.00
1457994200	mic3	8.02	64.00	43.00	164.00
1457994201	mic4	1.20	67.00	46.00	157.00
1457994202	mic5	6.11	74.00	52.00	173.00
1457994263	mic0	3.29	58.00	40.00	159.00
1457994264	mic1	7.48	73.00	55.00	172.00
1457994265	mic2	8.28	77.00	58.00	177.00
1457994266	mic3	5.68	65.00	43.00	170.00
1457994267	mic4	9.04	67.00	46.00	162.00
1457994268	mic5	3.44	72.00	52.00	166.00
1457994329	mic0	8.78	54.00	40.00	137.00
1457994330	mic1	0.40	72.00	54.00	168.00
1457994331	mic2	9.13	75.00	58.00	172.00
1457994332	mic3	9.03	64.00	42.00	157.00
1457994333	mic4	0.90	65.00	45.00	149.00
1457994334	mic5	2.80	72.00	51.00	138.00
1457994394	mic0	2.75	55.00	39.00	154.00
1457994395	mic1	3.71	68.00	53.00	138.00
1457994396	mic2	3.87	71.00	57.00	157.00
1457994397	mic3	0.72	59.00	42.00	140.00
1457994398	mic4	8.56	64.00	45.00	120.00
1457994399	mic5	1.80	69.00	51.00	128.00
1457994460	mic0	0.83	49.00	39.00	104.00
1457994461	mic1	0.04	65.00	52.00	118.00
1457994462	mic2	6.30	70.00	56.00	130.00
1457994463	mic3	0.01	55.00	41.00	110.00
1457994464	mic4	0.11	61.00	45.00	109.00
1457994465	mic5	0.11	65.00	50.00	109.00
1457994526	mic0	8.69	52.00	39.00	140.00
1457994527	mic1	1.89	64.00	51.00	126.00
1457994528	mic2	1.24	69.00	55.00	139.00
1457994529	mic3	1.59	56.00	41.00	110.00
1457994529	mic4	1.21	60.00	45.00	119.00
1457994530	mic5	0.58	67.00	50.00	136.00
1457994591	mic0	0.38	50.00	39.00	105.00
1457994592	mic1	2.18	67.00	51.00	183.00
1457994593	mic2	0.00	70.00	56.00	130.00
1457994594	mic3	7.41	58.00	41.00	150.00
1457994595	mic4	1.62	62.00	45.00	109.00
1457994596	mic5	0.62	67.00	50.00	109.00
1457994657	mic0	0.00	46.00	38.00	103.00
1457994658	mic1	0.00	63.00	51.00	110.00
1457994659	mic2	0.00	66.00	54.00	128.00
1457994660	mic3	0.00	55.00	41.00	109.00
1457994661	mic4	0.00	59.00	44.00	106.00
1457994662	mic5	0.00	65.00	50.00	108.00
1457994723	mic0	0.00	47.00	38.00	103.00
1457994724	mic1	0.00	62.00	50.00	111.00
1457994725	mic2	0.00	66.00	54.00	126.00
1457994725	mic3	0.00	54.00	40.00	104.00
1457994726	mic4	0.00	59.00	43.00	107.00
1457994727	mic5	0.00	64.00	49.00	106.00
1457994788	mic0	0.00	47.00	38.00	104.00
1457994789	mic1	0.00	62.00	49.00	110.00
1457994790	mic2	0.00	66.00	53.00	127.00
1457994791	mic3	0.00	54.00	40.00	109.00
1457994792	mic4	0.00	58.00	43.00	107.00
1457994793	mic5	0.00	64.00	48.00	107.00
1457994854	mic0	0.00	47.00	38.00	104.00
1457994855	mic1	0.00	62.00	49.00	109.00
1457994856	mic2	0.00	66.00	53.00	127.00
1457994857	mic3	0.00	54.00	40.00	109.00
1457994858	mic4	0.00	58.00	43.00	108.00
1457994859	mic5	0.00	64.00	48.00	107.00
1457994920	mic0	0.00	47.00	38.00	104.00
1457994921	mic1	0.00	63.00	49.00	111.00
1457994922	mic2	0.00	66.00	53.00	127.00
1457994923	mic3	0.00	54.00	40.00	108.00
1457994924	mic4	0.00	59.00	43.00	108.00
1457994924	mic5	0.00	64.00	48.00	107.00
1457994985	mic0	0.00	47.00	37.00	104.00
1457994986	mic1	0.00	62.00	49.00	111.00
1457994987	mic2	0.00	66.00	53.00	127.00
1457994988	mic3	0.00	55.00	40.00	104.00
1457994989	mic4	0.00	59.00	43.00	107.00
1457994990	mic5	0.00	64.00	48.00	108.00
1457995051	mic0	0.00	47.00	37.00	104.00
1457995052	mic1	0.00	62.00	49.00	110.00
1457995053	mic2	0.00	66.00	53.00	127.00
1457995054	mic3	0.00	53.00	40.00	109.00
1457995055	mic4	0.00	58.00	43.00	106.00
1457995056	mic5	0.00	63.00	48.00	107.00
1457995117	mic0	0.00	47.00	37.00	105.00
1457995118	mic1	0.00	62.00	49.00	111.00
1457995119	mic2	0.00	66.00	53.00	127.00
1457995120	mic3	0.00	54.00	40.00	109.00
1457995121	mic4	0.00	58.00	43.00	106.00
1457995122	mic5	0.00	63.00	48.00	107.00
1457995182	mic0	0.00	47.00	37.00	104.00
1457995183	mic1	0.00	61.00	49.00	110.00
1457995184	mic2	0.00	66.00	53.00	127.00
1457995185	mic3	0.00	55.00	40.00	109.00
1457995186	mic4	0.00	58.00	42.00	107.00
1457995187	mic5	0.00	63.00	48.00	107.00
1457995248	mic0	0.00	48.00	37.00	104.00
1457995249	mic1	0.00	62.00	49.00	111.00
1457995250	mic2	0.00	66.00	53.00	127.00
1457995251	mic3	0.00	53.00	40.00	109.00
1457995252	mic4	0.00	58.00	42.00	107.00
1457995253	mic5	0.00	63.00	47.00	106.00
1457995314	mic0	0.00	48.00	37.00	104.00
1457995315	mic1	0.00	62.00	48.00	111.00
1457995316	mic2	0.00	67.00	53.00	126.00
1457995317	mic3	0.00	53.00	39.00	108.00
1457995318	mic4	0.00	57.00	42.00	107.00
1457995319	mic5	0.00	63.00	47.00	106.00
1457995380	mic0	0.00	47.00	37.00	103.00
1457995380	mic1	0.00	61.00	48.00	110.00
1457995381	mic2	0.00	65.00	52.00	126.00
1457995382	mic3	0.00	54.00	39.00	109.00
1457995383	mic4	0.00	58.00	42.00	107.00
1457995384	mic5	0.00	63.00	47.00	106.00
1457995445	mic0	0.00	46.00	37.00	104.00
1457995446	mic1	0.00	62.00	48.00	112.00
1457995447	mic2	0.00	66.00	52.00	127.00
1457995448	mic3	0.00	54.00	39.00	109.00
1457995449	mic4	0.00	56.00	42.00	106.00
1457995450	mic5	0.00	63.00	47.00	109.00
1457995511	mic0	0.00	47.00	37.00	104.00
1457995512	mic1	0.00	62.00	48.00	110.00
1457995513	mic2	0.00	66.00	52.00	126.00
1457995514	mic3	0.00	54.00	39.00	109.00
1457995515	mic4	0.00	58.00	42.00	106.00
1457995516	mic5	0.00	63.00	47.00	106.00
1457995576	mic0	0.00	48.00	37.00	104.00
1457995577	mic1	0.00	62.00	48.00	110.00
1457995578	mic2	0.00	66.00	52.00	128.00
1457995579	mic3	0.00	53.00	39.00	108.00
1457995580	mic4	0.00	58.00	42.00	107.00
1457995581	mic5	0.00	64.00	47.00	108.00
1457995642	mic0	0.00	47.00	37.00	104.00
1457995643	mic1	0.00	62.00	48.00	110.00
1457995644	mic2	0.00	66.00	52.00	127.00
1457995645	mic3	0.00	53.00	39.00	107.00
1457995646	mic4	0.00	57.00	42.00	107.00
1457995647	mic5	0.00	64.00	47.00	106.00
1457995708	mic0	0.00	47.00	37.00	104.00
1457995709	mic1	0.00	61.00	48.00	111.00
1457995710	mic2	0.00	66.00	52.00	127.00
1457995711	mic3	0.00	53.00	39.00	109.00
1457995712	mic4	0.00	57.00	43.00	107.00
1457995713	mic5	0.00	64.00	48.00	106.00
1457995774	mic0	0.00	47.00	37.00	104.00
1457995775	mic1	0.00	62.00	48.00	110.00
1457995776	mic2	0.00	66.00	52.00	121.00
1457995776	mic3	0.00	54.00	39.00	109.00
1457995777	mic4	0.00	59.00	43.00	106.00
1457995778	mic5	0.00	64.00	48.00	107.00
1457995839	mic0	0.00	47.00	37.00	104.00
1457995840	mic1	0.00	62.00	48.00	110.00
1457995841	mic2	0.00	66.00	52.00	127.00
1457995842	mic3	0.00	54.00	39.00	109.00
1457995843	mic4	0.00	58.00	42.00	107.00
1457995844	mic5	0.00	64.00	48.00	107.00
1457995905	mic0	0.00	47.00	37.00	103.00
1457995906	mic1	0.00	62.00	48.00	110.00
1457995907	mic2	0.00	66.00	52.00	128.00
1457995908	mic3	0.00	53.00	39.00	108.00
1457995909	mic4	0.00	59.00	42.00	107.00
1457995910	mic5	0.00	63.00	48.00	106.00
1457995971	mic0	0.00	47.00	37.00	104.00
1457995972	mic1	0.00	62.00	48.00	110.00
1457995973	mic2	0.00	67.00	52.00	127.00
1457995974	mic3	0.00	54.00	39.00	108.00
1457995974	mic4	0.00	58.00	42.00	107.00
1457995975	mic5	0.00	63.00	48.00	107.00
1457996036	mic0	0.00	47.00	37.00	103.00
1457996037	mic1	0.00	62.00	48.00	112.00
1457996038	mic2	0.00	67.00	53.00	121.00
1457996039	mic3	0.00	54.00	39.00	104.00
1457996040	mic4	0.00	59.00	43.00	107.00
1457996041	mic5	0.00	65.00	48.00	107.00
1457996102	mic0	0.00	47.00	37.00	102.00
1457996103	mic1	0.00	61.00	48.00	109.00
1457996104	mic2	0.00	65.00	52.00	126.00
1457996105	mic3	0.00	52.00	39.00	109.00
1457996106	mic4	0.00	58.00	42.00	107.00
1457996107	mic5	0.00	64.00	47.00	106.00
1457996168	mic0	0.00	47.00	37.00	104.00
1457996169	mic1	0.00	62.00	48.00	110.00
1457996170	mic2	0.00	66.00	52.00	127.00
1457996171	mic3	0.00	54.00	39.00	108.00
1457996172	mic4	0.00	58.00	42.00	107.00
1457996173	mic5	0.00	64.00	47.00	106.00
1457996234	mic0	0.00	48.00	37.00	103.00
1457996235	mic1	0.00	62.00	48.00	110.00
1457996235	mic2	0.00	66.00	53.00	126.00
1457996236	mic3	0.00	53.00	39.00	109.00
1457996237	mic4	0.00	58.00	42.00	106.00
1457996238	mic5	0.00	63.00	47.00	105.00
1457996299	mic0	0.00	47.00	37.00	104.00
1457996300	mic1	0.00	62.00	48.00	110.00
1457996301	mic2	0.00	66.00	53.00	127.00
1457996302	mic3	0.00	54.00	39.00	104.00
1457996303	mic4	0.00	58.00	42.00	107.00
1457996304	mic5	0.00	64.00	47.00	104.00
1457996365	mic0	0.00	47.00	37.00	104.00
1457996366	mic1	0.00	62.00	48.00	110.00
1457996367	mic2	0.00	65.00	52.00	127.00
1457996368	mic3	0.00	54.00	39.00	109.00
1457996369	mic4	0.00	58.00	42.00	105.00
1457996370	mic5	0.00	63.00	47.00	109.00
1457996431	mic0	0.00	46.00	37.00	104.00
1457996432	mic1	0.00	62.00	48.00	111.00
1457996433	mic2	0.00	66.00	52.00	126.00
1457996433	mic3	0.00	53.00	39.00	109.00
1457996434	mic4	0.00	58.00	42.00	107.00
1457996435	mic5	0.00	65.00	47.00	106.00
1457996496	mic0	0.00	46.00	36.00	104.00
1457996497	mic1	0.00	62.00	48.00	111.00
1457996498	mic2	0.00	65.00	52.00	126.00
1457996499	mic3	0.00	53.00	39.00	108.00
1457996500	mic4	0.00	57.00	42.00	107.00
1457996501	mic5	0.00	64.00	47.00	107.00
1457996562	mic0	0.00	46.00	36.00	104.00
1457996563	mic1	0.00	61.00	48.00	110.00
1457996564	mic2	0.00	66.00	52.00	127.00
1457996565	mic3	0.00	53.00	39.00	108.00
1457996566	mic4	0.00	58.00	42.00	107.00
1457996567	mic5	0.00	64.00	47.00	107.00
1457996628	mic0	0.00	47.00	36.00	104.00
1457996629	mic1	0.00	61.00	48.00	110.00
1457996630	mic2	0.00	66.00	52.00	126.00
1457996630	mic3	0.00	53.00	39.00	109.00
1457996631	mic4	0.00	58.00	42.00	106.00
1457996632	mic5	0.00	64.00	47.00	108.00
1457996693	mic0	0.00	47.00	37.00	104.00
1457996694	mic1	0.00	62.00	48.00	109.00
1457996695	mic2	0.00	66.00	52.00	128.00
1457996696	mic3	0.00	53.00	39.00	108.00
1457996697	mic4	0.00	59.00	42.00	107.00
1457996698	mic5	0.00	63.00	47.00	107.00
1457996759	mic0	0.00	47.00	37.00	104.00
1457996760	mic1	0.00	62.00	48.00	110.00
1457996761	mic2	0.00	67.00	52.00	127.00
1457996762	mic3	0.00	53.00	39.00	108.00
1457996763	mic4	0.00	58.00	42.00	107.00
1457996764	mic5	0.00	64.00	47.00	107.00
1457996825	mic0	0.00	48.00	37.00	103.00
1457996826	mic1	0.00	62.00	48.00	110.00
1457996826	mic2	0.00	67.00	52.00	127.00
1457996827	mic3	0.00	54.00	39.00	109.00
1457996828	mic4	0.00	59.00	42.00	107.00
1457996829	mic5	0.00	63.00	47.00	107.00
1457996890	mic0	0.00	47.00	37.00	100.00
1457996891	mic1	0.00	62.00	48.00	109.00
1457996892	mic2	0.00	67.00	52.00	126.00
1457996893	mic3	0.00	54.00	39.00	109.00
1457996894	mic4	0.00	58.00	42.00	106.00
1457996895	mic5	0.00	64.00	47.00	104.00
1457996956	mic0	0.00	46.00	36.00	103.00
1457996957	mic1	0.00	62.00	48.00	111.00
1457996958	mic2	0.00	66.00	52.00	127.00
1457996959	mic3	0.00	52.00	39.00	108.00
1457996960	mic4	0.00	58.00	42.00	106.00
1457996961	mic5	0.00	63.00	47.00	107.00
1457997022	mic0	0.00	47.00	36.00	103.00
1457997023	mic1	0.00	62.00	48.00	110.00
1457997024	mic2	0.00	66.00	52.00	126.00
1457997024	mic3	0.00	53.00	39.00	108.00
1457997025	mic4	0.00	59.00	42.00	106.00
1457997026	mic5	0.00	64.00	47.00	107.00
1457997087	mic0	0.00	47.00	37.00	103.00
1457997088	mic1	0.00	62.00	48.00	110.00
1457997089	mic2	0.00	66.00	52.00	127.00
1457997090	mic3	0.00	54.00	39.00	109.00
1457997091	mic4	0.00	57.00	42.00	107.00
1457997092	mic5	0.00	63.00	48.00	110.00
1457997153	mic0	0.00	47.00	37.00	104.00
1457997154	mic1	0.00	61.00	48.00	110.00
1457997155	mic2	0.00	65.00	52.00	128.00
1457997156	mic3	0.00	54.00	39.00	108.00
1457997157	mic4	0.00	58.00	42.00	105.00
1457997158	mic5	0.00	63.00	47.00	106.00
1457997219	mic0	0.00	47.00	36.00	103.00
